311,Marcus Camby,1974/03/22,540 West Bypass,Andalusia,AL,36420,0798944676
312,Jackie Mason,1931/06/09,3371 S Alabama Ave,Monroeville,AL,36460,0805729996
313,Louis Menand,1952/01/21,337 Russell St,Hadley,MA,1035,0698915486
314,Philip Roth,1933/03/19,2473 Hackworth Road,Adamsville,AL,35005,0433536879
315,Bob Stoops,1960/09/06,220 Salem Turnpike,Norwich,CT,6360,0407288418
316,Bonnie Fuller,1956/09/08,3949 Route 31,Clay,NY,13041,0018411180
317,Dan Gaba,1946/01/01,1608 W Magnolia Ave,Geneva,AL,36340,0221634090
318,Keith Jarrett,1945/05/08,150 Gold Star Hwy,Groton,CT,6340,0255341835
319,Sarah Hughes,1985/05/02,680 Connecticut Avenue,Norwalk,CT,6854,0366010414
320,Elton Brand,1979/03/11,16077 Highway 280,Chelsea,AL,35043,0051512818
321,Carolyn B Maloney,1946/02/19,6265 Brockport Spencerport Rd,Brockport,NY,14420,0851725492
322,Hal Sutton,1958/04/28,750 Middle Country Road,Middle Island,NY,11953,0772372290
323,Retief Goosen,1969/02/03,425 Route 31,Macedon,NY,14502,0558364192
324,Vito J Jr Fossella,1965/03/09,100 Charlton Road,Sturbridge,MA,1566,0128527691
325,Larry E Craig,1945/07/20,655 Boston Post Rd,Old Saybrook,CT,6475,0951800978
326,Charles Busch,1954/08/23,5399 W Genesse St,Camillus,NY,13031,0020109056
327,Joe Jurevicius,1974/12/23,135 Fairgrounds Memorial Pkwy,Ithaca,NY,14850,0197749937
328,C. Vernon Mason,NA,2900 S Mem PkwyDrake Ave,Huntsville,AL,35801,0884223067
329,Frederick Law Olmsted,1822/04/26,10401 Bennett Road,Fredonia,NY,14063,0755998805
330,Abigail Thernstrom,NA,3005 Cranberry Hwy Rt 6 28,Wareham,MA,2538,0231091195
331,Jay Fiedler,1971/12/29,11610 Memorial Pkwy South,Huntsville,AL,35803,0426007861
332,Richard Schickel,1933/02/10,680 Connecticut Avenue,Norwalk,CT,6854,0772142103
333,Roy Halladay,1977/05/14,4206 N College Ave,Jackson,AL,36545,0878787793
334,Alex Rodriguez,1975/07/27,235 Queen St,Southington,CT,6489,0246239931
335,Gary Bettman,1952/06/02,1625 Pelham South,Jacksonville,AL,36265,0388662801
336,Frederick Wiseman,1930/01/01,139 Merchant Place,Cobleskill,NY,12043,0790219532
337,Ravi Shankar,1990/10/24,970 Torringford Street,Torrington,CT,6790,0656345449
338,Emeril Lagasse,1959/10/15,680 Connecticut Avenue,Norwalk,CT,6854,0566451491
339,Andrew Carnegie,1835/11/25,137 Teaticket Hwy,East Falmouth,MA,2536,0447077748
340,Wen Ho Lee,1939/12/21,2900 S Mem PkwyDrake Ave,Huntsville,AL,35801,0139937697
341,Vladimir Konstantinov,1967/03/19,11610 Memorial Pkwy South,Huntsville,AL,35803,0132985523
342,Mirella Freni,1935/02/27,2575 Us Hwy 43,Winfield,AL,35594,0182439393
343,Vladimiro Montesinos,1946/05/20,420 Buckland Hills Dr,Manchester,CT,6040,0743443647
344,Patrick J Kennedy,1967/07/14,7100 Aaron Aronov Drive,Fairfield,AL,35064,0466538516
345,Stephen King,1947/09/21,2643 Hwy 280 West,Alexander City,AL,35010,0163022414
346,Danny Boyle,1956/10/20,910 Wolcott St,Waterbury,CT,6705,0643307267
347,Ahmed Qurei,1937/03/26,7855 Moffett Rd,Semmes,AL,36575,0761062948
348,Harold M Ickes,1939/09/04,1400 County Rd 64,Horseheads,NY,14845,0499164087
349,Don Chaney,1946/03/22,352 Palmer Road,Ware,MA,1082,0731176041
350,David Boies,1941/03/11,8551 Whitfield Ave,Leeds,AL,35094,0221373793
351,Eduard A Shevardnadze,1928/01/25,1000 State Route 36,Hornell,NY,14843,0668127517
352,Boris Becker,1967/11/22,70 Pleasant Valley Street,Methuen,MA,1844,0344790414
353,Pierre-Laurent Aimard,1957/09/09,41301 US Hwy 280,Sylacauga,AL,35150,0588196011
354,George S McGovern,1922/07/19,164 Danbury Rd,New Milford,CT,6776,0025585987
355,John Elway,1960/06/28,69 Prospect Hill Road,East Windsor,CT,6088,0888390570
356,Carmelo Anthony,1984/05/29,1365 Boston Post Road,Milford,CT,6460,0436293881
357,Lena Horne,1917/06/30,165 Vaughan Ln,Pell City,AL,35125,0029083352
358,James D Watson,1928/04/06,6438 Basile Rowe,East Syracuse,NY,13057,0088623488
359,Jean Paul Gaultier,1952/04/24,2465 Hempstead Turnpike,East Meadow,NY,11554,0540915210
360,Charlton Heston,1923/10/04,5560 Mcclellan Blvd,Anniston,AL,36206,0248096705
361,Anne Roiphe,1935/12/25,137 Teaticket Hwy,East Falmouth,MA,2536,0463680071
362,Carl Kruger,1949/12/03,15445 Highway 24,Moulton,AL,35650,0233650471
363,William F Schulz,NA,2 Gannett Dr,Johnson City,NY,13790,0441964744
364,Nicholas Lemann,NA,5245 Rangeline Service Rd,Mobile,AL,36619,0893927931
365,Tom Harkin,1939/11/19,150 Springville Station Blvd,Springville,AL,35146,0494058464
366,Charles Cullen,1960/02/22,352 Palmer Road,Ware,MA,1082,0164069328
367,Spalding Gray,1941/06/05,1706 Military Street South,Hamilton,AL,35570,0591566572
368,Theodore E McCarrick,1930/07/07,5783 So Transit Road,Lockport,NY,14094,0166000505
369,Christopher Columbus,1451/01/01,1000 State Route 36,Hornell,NY,14843,0228442444
370,Anne E Kornblut,1973/02/25,901 Route 110,Farmingdale,NY,11735,0417002360
371,Mary Jo White,NA,16077 Highway 280,Chelsea,AL,35043,0346567611
372,Abe Hirschfeld,1919/12/12,1916 Center Point Rd,Center Point,AL,35215,0487215765
373,Barry M Goldwater,1909/01/01,297 Grant Avenue,Auburn,NY,13021,0632148443
374,Michael Chertoff,1953/11/28,700 Oak Street,Brockton,MA,2301,0292390960
375,Jack Kevorkian,1928/05/26,30 Memorial Drive,Avon,MA,2322,0163216662
376,Roberto Benigni,1952/10/27,180 North King Street,Northhampton,MA,1060,0802460796
377,Samuel J Palmisano,1951/07/29,165 Vaughan Ln,Pell City,AL,35125,0731946850
378,Jack Nicholson,1937/04/22,656 New Haven Ave,Derby,CT,6418,0371451347
379,Anna Politkovskaya,1958/08/30,141 Washington Ave Extension,Albany,NY,12205,0562322572
380,Claudio Abbado,1933/06/26,626 Olive Street Sw,Cullman,AL,35055,0830813941
381,Peter Maas,1929/06/27,161 Centereach Mall,Centereach,NY,11720,0933406716
382,Peggy Noonan,1950/09/07,1420 Us 231 South,Troy,AL,36081,0543989612
383,Sharon Lafraniere,1955/06/15,6438 Basile Rowe,East Syracuse,NY,13057,0012145742
384,Jay Payton,1975/11/22,579 Troy-Schenectady Road,Latham,NY,12110,0138700333
385,David Pogue,1963/03/09,1501 Hwy 14 East,Selma,AL,36703,0534909685
386,Frank Bruni,1964/10/31,161 Centereach Mall,Centereach,NY,11720,0533604942
387,Charles W Sr Pickering,1937/05/29,1903 Cobbs Ford Rd,Prattville,AL,36066,0217226061
388,Mstislav Rostropovich,1927/03/27,164 Danbury Rd,New Milford,CT,6776,0026650213
389,Peter Maas,1929/06/27,1400 County Rd 64,Horseheads,NY,14845,0511151052
390,Julio Cesar Chavez,1962/07/12,3191 County rd 10,Canandaigua,NY,14424,0682828319
391,John Cage,1912/09/05,30 Memorial Drive,Avon,MA,2322,0922004025
392,Norm Coleman,1949/08/17,1625 Pelham South,Jacksonville,AL,36265,0211571083
393,Christopher Cox,1952/10/16,11610 Memorial Pkwy South,Huntsville,AL,35803,0192619572
394,Joseph C Massino,1943/01/10,515 Sawmill Road,West Haven,CT,6516,0551503033
395,Robert Kocharian,1954/08/31,700 Oak Street,Brockton,MA,2301,0822570238
396,NA Moby,1965/09/11,3222 State Rt 11,Malone,NY,12953,0272486075
397,Lou Dobbs,1945/09/24,301 Falls Blvd,Quincy,MA,2169,0600581454
398,Joel B Steinberg,1941/05/25,2001 Glenn Bldv Sw,Fort Payne,AL,35968,0063279428
399,Mark B McClellan,1963/06/26,872 Route 13,Cortlandville,NY,13045,0818872016
400,Carl C Icahn,1936/02/16,425 Route 31,Macedon,NY,14502,0345370065
401,Jackie Mason,1931/06/09,7100 Aaron Aronov Drive,Fairfield,AL,35064,0357387726
402,Richard M Scrushy,1952/01/01,5245 Rangeline Service Rd,Mobile,AL,36619,0344939042
403,Arianna Huffington,1950/07/15,2465 Hempstead Turnpike,East Meadow,NY,11554,0456286524
404,Chris Albrecht,1952/07/24,851 Ann St,Montgomery,AL,36107,0947664453
405,Joseph Jett,1958/01/01,1011 US Hwy 72 East,Athens,AL,35611,0243540834
406,Tim Burton,1958/08/25,141 Washington Ave Extension,Albany,NY,12205,0584405992
407,Alejandro Toledo,1945/03/28,11610 Memorial Pkwy South,Huntsville,AL,35803,0485005855
408,Kenneth R Feinberg,1945/10/23,1916 Center Point Rd,Center Point,AL,35215,0811026531
409,Harvey Lichtenstein,NA,1365 Boston Post Road,Milford,CT,6460,0906984605
410,David Bouley,1953/05/27,5783 So Transit Road,Lockport,NY,14094,0167455549
411,Maria Callas,1923/12/02,42 Fairhaven Commons Way,Fairhaven,MA,2719,0283819165
412,Jerome Robbins,1918/10/11,495 Flatbush Ave,Hartford,CT,6106,0313503289
413,William Kristol,1952/12/23,101 Sanford Farm Shpg Center,Amsterdam,NY,12010,0942746344
414,Idi Amin,1925/01/01,301 Massachusetts Ave,Lunenburg,MA,1462,0350301662
415,Spike Lee,1957/03/20,330 Sutton Rd,Huntsville,AL,35763,0825814461
416,Bill Pullman,1953/12/17,233 5th Ave Ext,Johnstown,NY,12095,0388455958
417,William J Bratton,1947/10/06,161 Centereach Mall,Centereach,NY,11720,0384574989
418,C Everett Koop,1916/10/14,235 Queen St,Southington,CT,6489,0755312907
419,David Satcher,1941/03/02,2300 Dixwell Ave,Hamden,CT,6514,0937113960
420,Rafik Hariri,1944/11/01,8064 Brewerton Rd,Cicero,NY,13039,0788982125
421,Michael Korda,1933/10/08,4300 Lakeville Road,Geneseo,NY,14454,0001597914
422,Ehud Olmert,1945/09/30,2500 Dawes Road,Mobile,AL,36695,0407404168
423,Wellington Mara,1916/08/14,655 Boston Post Rd,Old Saybrook,CT,6475,0607138341
424,Anita Shreve,1946/01/01,30 Catskill,Catskill,NY,12414,0281636868
425,Jonathan Demme,1944/02/22,85 Crooked Hill Road,Commack,NY,11725,0801887995
426,Sean Combs,1969/11/04,2 Gannett Dr,Johnson City,NY,13790,0111039775
427,Paula Vogel,1951/11/16,4310 Montgomery Hwy,Dothan,AL,36303,0133304651
428,Andres Manuel Lopez Obrador,1953/11/13,1818 State Route 3,Fulton,NY,13069,0787333332
429,Willem Dafoe,1955/07/22,3133 E Main St,Mohegan Lake,NY,10547,0450305989
430,Andy Warhol,1928/08/06,11697 US Hwy 431,Guntersville,AL,35976,0322109654
431,Roger Clemens,1962/08/04,5335 Hwy 280 South,Hoover,AL,35242,0927320963
432,George W Bush,1946/07/06,85 Crooked Hill Road,Commack,NY,11725,0995994060
433,Tony la Russa,1944/10/04,750 Academy Drive,Bessemer,AL,35022,0151047079
434,Kiefer Sutherland,1966/12/21,8064 Brewerton Rd,Cicero,NY,13039,0472431080
435,Bode Miller,1977/10/12,4538 Us Hwy 231,Wetumpka,AL,36092,0757108299
436,Alan Wolfe,1942/01/01,69 Prospect Hill Road,East Windsor,CT,6088,0445066967
437,Alberto W Vilar,1940/10/04,5360 Southwestern Blvd,Hamburg,NY,14075,0073984649
438,James P Rubin,1960/01/01,80 Town Line Rd,Rocky Hill,CT,6067,0202595643
439,Theodore J Kaczynski,1942/05/22,844 No Colony Road,Wallingford,CT,6492,0732054717
440,Walt Disney,1901/12/05,910 Wolcott St,Waterbury,CT,6705,0879328719
441,Billy Bob Thornton,1955/08/04,969 Us Hwy 80 West,Demopolis,AL,36732,0164026233
442,Leonard Garment,1924/05/11,141 Washington Ave Extension,Albany,NY,12205,0541101343
443,Harry Macklowe,1937/01/01,701 Mcmeans Ave,Bay Minette,AL,36507,0989571208
444,Blake Edwards,1922/07/26,7855 Moffett Rd,Semmes,AL,36575,0000018550
445,Ricardo Mayorga,1973/10/03,288 Larkin,Monroe,NY,10950,0464382884
446,Oscar De La Hoya,1973/02/04,311 RT 9W,Glenmont,NY,12077,0354860073
447,Ruth Westheimer,1928/06/04,890 Odum Road,Gardendale,AL,35071,0010890021
448,Yves Saint Laurent,NA,13675 Hwy 43,Russellville,AL,35653,0150219980
449,Robin Ventura,1967/07/14,3700 Hwy 280-431 N,Phenix City,AL,36867,0934898354
450,Rudolf Bing,1902/01/09,517 West Avalon Ave,Muscle Shoals,AL,35661,0439122377
451,Alvin F Poussaint,1934/05/15,6495 Atlanta Hwy,Montgomery,AL,36117,0807468880
452,Christopher Durang,1949/01/02,3700 Hwy 280-431 N,Phenix City,AL,36867,0203518287
453,Charles S Robb,1939/06/26,10710 Chantilly Pkwy,Montgomery,AL,36117,0505430107
454,Christa Worthington,1956/12/23,579 Troy-Schenectady Road,Latham,NY,12110,0153084966
455,Hanif Kureishi,1954/12/05,311 RT 9W,Glenmont,NY,12077,0740316311
456,Mary Higgins Clark,1927/12/24,66-4 Parkhurst Rd,Chelmsford,MA,1824,0616906508
457,D J R Bruckner,1933/11/26,11610 Memorial Pkwy South,Huntsville,AL,35803,0783549797
458,Louis J Freeh,1950/01/06,69 Prospect Hill Road,East Windsor,CT,6088,0213306189
459,Donald C Smaltz,NA,1400 County Rd 64,Horseheads,NY,14845,0569214195
460,Michael Kimmelman,NA,5399 W Genesse St,Camillus,NY,13031,0420929960
461,Rex Ryan,1962/12/13,10040 County Road 48,Fairhope,AL,36533,0628976156
462,John Travolta,1954/02/18,474 Boston Post Road,North Windham,CT,6256,0572048119
463,NA Caravaggio,1571/09/29,742 Main Street,North Oxford,MA,1537,0392378180
464,Mary Ellen Clark,1962/12/25,10675 Hwy 5,Brent,AL,35034,0225974599
465,Simon Doonan,1952/01/01,2300 Dixwell Ave,Hamden,CT,6514,0336384652
466,Kenneth Branagh,1960/12/10,1501 Skyland Blvd E,Tuscaloosa,AL,35405,0671767732
467,Katie Hafner,1957/01/01,135 Fairgrounds Memorial Pkwy,Ithaca,NY,14850,0662324411
468,Julia Roberts,1967/10/28,330 Sutton Rd,Huntsville,AL,35763,0640009576
469,Alger Hiss,1904/11/11,579 Troy-Schenectady Road,Latham,NY,12110,0241781394
470,Richard A Grasso,1946/07/26,1537 Hwy 231 South,Ozark,AL,36360,0032074223
471,Denzel Washington,1954/12/28,6350 Cottage Hill Road,Mobile,AL,36609,0513325574
472,Reed E Hundt,1948/03/03,1818 State Route 3,Fulton,NY,13069,0024993842
473,C Everett Koop,1916/10/14,330 Sutton Rd,Huntsville,AL,35763,0172966412
474,Jesse Ventura,1939/07/15,1105 Boston Road,Springfield,MA,1119,0891961520
475,Henry J Lyons,1942/01/01,10040 County Road 48,Fairhope,AL,36533,0715802878
476,NA Tutankhamen,NA,1549 Rt 9,Halfmoon,NY,12065,0370687349
477,Sidney Lumet,1924/06/25,1415 7Th Street South,Clanton,AL,35045,0926206378
478,Natalie Angier,1958/02/16,2473 Hackworth Road,Adamsville,AL,35005,0940609419
479,Kent Conrad,1948/03/12,4765 Commercial Drive,New Hartford,NY,13413,0248082940
480,Jonathan M Levin,NA,600 Boll Weevil Circle,Enterprise,AL,36330,0845958533
481,Phil Rizzuto,1917/09/25,3371 S Alabama Ave,Monroeville,AL,36460,0799493078
482,Mira Sorvino,1967/09/28,80 Town Line Rd,Rocky Hill,CT,6067,0140377540
483,Marco Pantani,1970/01/13,13858 Rt 31 W,Albion,NY,14411,0264329065
484,Bernard Haitink,1929/03/04,235 Queen St,Southington,CT,6489,0704584509
485,George Herman Ruth,1895/02/06,890 Odum Road,Gardendale,AL,35071,0989749230
486,Christa Worthington,1956/12/23,1706 Military Street South,Hamilton,AL,35570,0298244690
487,Lee Krasner,1908/10/27,85 Crooked Hill Road,Commack,NY,11725,0144414728
488,Alan Schwarz,1968/07/03,30 Catskill,Catskill,NY,12414,0234754641
489,Frank Lorenzo,1940/05/19,42417 Hwy 195,Haleyville,AL,35565,0775986595
490,Jeff Bridges,1949/12/04,3501 20th Av,Valley,AL,36854,0114483977
491,Van Cliburn,1934/07/12,2780 John Hawkins Pkwy,Hoover,AL,35244,0691159097
492,Calvin Trillin,1935/12/05,830 Curran Memorial Hwy,North Adams,MA,1247,0242513386
493,Jim Carrey,1962/01/17,900 Boston Post Road,Guilford,CT,6437,0937183672
494,Esther Dyson,1951/07/14,1501 Hwy 14 East,Selma,AL,36703,0359635736
495,Steven P Jobs,1955/02/24,4133 Veterans Memorial Drive,Batavia,NY,14020,0594521185
496,Gwen Verdon,1925/01/13,8064 Brewerton Rd,Cicero,NY,13039,0561191589
497,Zacarias Moussaoui,1968/05/30,103 North Caroline St,Herkimer,NY,13350,0401616317
498,Gulbuddin Hekmatyar,1947/01/01,656 New Haven Ave,Derby,CT,6418,0369791241
499,Paul A Volcker,1927/09/05,777 Brockton Avenue,Abington,MA,2351,0736175707
500,Reena Raggi,1951/05/11,80 Town Line Rd,Rocky Hill,CT,6067,0327829093
501,Roy E Barnes,1948/03/11,80 Town Line Rd,Rocky Hill,CT,6067,0960946414
502,Chanda Rubin,1976/02/18,626 Olive Street Sw,Cullman,AL,35055,0870904420
503,Jon Gruden,1963/08/17,2575 Us Hwy 43,Winfield,AL,35594,0203008145
504,Michael N Castle,1939/07/02,1600 Montclair Rd,Birmingham,AL,35210,0214718713
505,Thomas Mallon,1951/11/02,1706 Military Street South,Hamilton,AL,35570,0604449012
506,Richard Bernstein,1944/05/05,36 Paramount Drive,Raynham,MA,2767,0067379118
507,James A Kelly,1936/01/01,11610 Memorial Pkwy South,Huntsville,AL,35803,0256489712
508,Warren Moon,1956/11/18,100 Charlton Road,Sturbridge,MA,1566,0479179808
509,Jerome Bettis,1972/02/16,7100 Aaron Aronov Drive,Fairfield,AL,35064,0963301972
510,James Lee Burke,1936/12/05,2500 Dawes Road,Mobile,AL,36695,0368481780
511,Bill Bryson,1951/12/08,3005 Cranberry Hwy Rt 6 28,Wareham,MA,2538,0126183718
512,Arnold S Relman,1923/06/17,280 Washington Street,Hudson,MA,1749,0609571833
513,Laura Bush,1946/11/04,1818 State Route 3,Fulton,NY,13069,0243107559
514,Tom Daschle,1947/12/09,4300 Lakeville Road,Geneseo,NY,14454,0657823941
515,Willie Randolph,1954/07/06,352 Palmer Road,Ware,MA,1082,0962177843
516,Howard Cross,1967/08/08,990 Route 5 20,Geneva,NY,14456,0283691396
517,Robert Pinsky,1940/10/20,145 Kelley Blvd,Millbrook,AL,36054,0196293974
518,Jules Feiffer,1929/01/26,2900 Pepperrell Pkwy,Opelika,AL,36801,0003601254
519,Nick Johnson,1978/09/19,2575 Us Hwy 43,Winfield,AL,35594,0462921988
520,Thomas P DiNapoli,1954/02/10,6495 Atlanta Hwy,Montgomery,AL,36117,0236996355
521,Chelsea Clinton,1980/02/27,15445 Highway 24,Moulton,AL,35650,0194790715
522,Otto Schily,1932/07/20,970 Torringford Street,Torrington,CT,6790,0940307493
523,Michael H Steinhardt,1940/12/07,780 Lynnway,Lynn,MA,1905,0074979755
524,Margaret C Whitman,1956/08/04,6140A Univ Drive,Huntsville,AL,35806,0808488493
525,Valerie Plame,1963/08/13,7100 Aaron Aronov Drive,Fairfield,AL,35064,0526747840
526,Tom Seaver,1944/11/17,36 Paramount Drive,Raynham,MA,2767,0534066678
527,Gil Shaham,1971/02/19,300 Colony Place,Plymouth,MA,2360,0464232494
528,Matt Kenseth,1972/03/10,7100 Aaron Aronov Drive,Fairfield,AL,35064,0161109524
529,Wayne Gretzky,1961/01/26,30 Catskill,Catskill,NY,12414,0983135866
530,Peter Gotti,1939/10/15,135 Fairgrounds Memorial Pkwy,Ithaca,NY,14850,0161789326
531,James Blake,NA,990 Route 5 20,Geneva,NY,14456,0234273250
532,Tommy Hilfiger,1951/03/24,209 Lakeshore Parkway,Homewood,AL,35209,0065801173
533,Richard Wagner,1813/05/22,3700 Hwy 280-431 N,Phenix City,AL,36867,0346224965
534,Thomas Keller,1955/10/14,352 Palmer Road,Ware,MA,1082,0839910265
535,Jim Rutenberg,NA,297 Grant Avenue,Auburn,NY,13021,0714611614
536,Letty Cottin Pogrebin,1939/06/09,969 Us Hwy 80 West,Demopolis,AL,36732,0322816961
537,Amadou Diallo,1975/09/02,1400 Farmington Ave,Bristol,CT,6010,0579387285
538,Nicole Brown Simpson,1959/05/19,30 Catskill,Catskill,NY,12414,0463137242
539,Charles R Schwab,NA,3100 Hough Rd,Florence,AL,35630,0744907071
540,Sergei Rachmaninoff,1873/04/01,655 Boston Post Rd,Old Saybrook,CT,6475,0493612936
541,Sarah Palin,1964/02/11,30 Catskill,Catskill,NY,12414,0848392701
542,Sergei Prokofiev,1891/04/27,214 Haynes Street,Talladega,AL,35160,0727832722
543,Ernesto Samper,1950/08/03,100 Thruway Plaza,Cheektowaga,NY,14225,0654957647
544,Henry G Cisneros,1947/06/11,2300 Dixwell Ave,Hamden,CT,6514,0852550455
545,Michael N Castle,1939/07/02,337 Russell St,Hadley,MA,1035,0812607022
546,Bob Dole,1923/07/22,200 Dutch Meadows Ln,Glenville,NY,12302,0700378879
547,John Steinbeck,1902/02/27,1400 Farmington Ave,Bristol,CT,6010,0336603084
548,Andre Previn,1929/04/06,235 Queen St,Southington,CT,6489,0901738373
549,Larry E Craig,1945/07/20,1775 Washington St,Hanover,MA,2339,0030551059
550,Edmund White,NA,1400 Farmington Ave,Bristol,CT,6010,0387530688
551,Anatoly Karpov,1951/05/23,3018 East Ave,Central Square,NY,13036,0289636429
552,Joseph Estrada,1937/04/19,1818 State Route 3,Fulton,NY,13069,0562837425
553,Pat Hurst,1969/05/23,69 Prospect Hill Road,East Windsor,CT,6088,0845966422
554,Mike Leigh,1943/02/20,250 Hartford Avenue,Bellingham,MA,2019,0584065693
555,Alexander V Litvinenko,1962/08/30,6495 Atlanta Hwy,Montgomery,AL,36117,0354138349
556,Paul Goldberger,1950/12/04,970 Torringford Street,Torrington,CT,6790,0840957519
557,Michael S Dukakis,1933/11/03,235 Queen St,Southington,CT,6489,0036172687
558,Ken Daneyko,1964/04/17,5710 Mcfarland Blvd,Northport,AL,35476,0702670656
559,Maria Sharapova,1987/04/19,30 Memorial Drive,Avon,MA,2322,0278513562
560,NA Queen Latifah,1970/03/18,4133 Veterans Memorial Drive,Batavia,NY,14020,0068649743
561,Jim Guy Tucker,1943/06/13,5033 Transit Road,Clarence,NY,14031,0760968027
562,NA Teresa (Mother),1910/08/27,4180 Us Hwy 431,Roanoke,AL,36274,0526750356
563,Sol Wachtler,1930/04/29,43 Stephenville St,Massena,NY,13662,0889417348
564,Valerie Plame,1963/08/13,2400 Route 9,Fishkill,NY,12524,0381089663
565,Gil Garcetti,1941/08/05,1775 Washington St,Hanover,MA,2339,0702024227
566,Joyce Maynard,1953/11/05,1972 Hwy 431,Boaz,AL,35957,0074681028
567,Phil Gramm,1942/07/08,337 Russell St,Hadley,MA,1035,0765969468
568,George S Kaufman,1889/11/16,3176 South Eufaula Avenue,Eufaula,AL,36027,0252431711
569,Michael Kors,1959/08/09,465 Bridgeport Avenue,Shelton,CT,6484,0807365236
570,Charles Dickens,1812/02/07,2200 Sparkman Drive,Huntsville,AL,35810,0401484448
571,Ayn Rand,1905/02/02,1625 Pelham South,Jacksonville,AL,36265,0459841167
572,Lukas Foss,1922/08/15,1201 Rt 300,Newburgh,NY,12550,0918062773
573,Tom Brokaw,1940/02/06,312 Palisades Blvd,Birmingham,AL,35209,0467084604
574,Mortimer B Zuckerman,1937/06/04,1972 Hwy 431,Boaz,AL,35957,0480604958
575,Randi Weingarten,1957/12/18,1717 South College Street,Auburn,AL,36830,0105736683
576,Michael J Fox,1961/06/09,1916 Center Point Rd,Center Point,AL,35215,0029293439
577,Gustavo Kuerten,1976/09/10,1801 Hwy 78 East,Jasper,AL,35501,0843027090
578,Martha Stewart,1941/08/03,900 Boston Post Road,Guilford,CT,6437,0895855343
579,Woody Harrelson,1961/07/23,120 Commercial Parkway,Branford,CT,6405,0850097380
580,NA Moby,1965/09/11,5360 Southwestern Blvd,Hamburg,NY,14075,0216028804
581,Ulysses S Grant,1822/04/27,901 Route 110,Farmingdale,NY,11735,0251898048
582,Wim Duisenberg,1935/07/09,1400 County Rd 64,Horseheads,NY,14845,0537264845
583,Ben Nighthorse Campbell,1933/04/13,85 Crooked Hill Road,Commack,NY,11725,0548796195
584,Calvert Vaux,1824/12/20,3371 S Alabama Ave,Monroeville,AL,36460,0645550848
585,Walter Payton,1954/07/25,66-4 Parkhurst Rd,Chelmsford,MA,1824,0351598965
586,Howard Dean,1948/11/17,11697 US Hwy 431,Guntersville,AL,35976,0021077131
587,Sean Penn,1960/08/17,374 William S Canning Blvd,Fall River,MA,2721,0756886380
588,Edvard Munch,1863/12/12,311 RT 9W,Glenmont,NY,12077,0739702750
589,Theodore Roosevelt,1858/10/27,1365 Boston Post Road,Milford,CT,6460,0666320052
590,Jennifer 8 Lee,1976/03/15,1415 7Th Street South,Clanton,AL,35045,0712441390
591,Robert F Worth,NA,10040 County Road 48,Fairhope,AL,36533,0591173164
592,NA Wei Jingsheng,1950/05/20,42 Fairhaven Commons Way,Fairhaven,MA,2719,0960294067
593,Art Howe,1946/12/15,450 Highland Ave,Salem,MA,1970,0586742492
594,Ann Reinking,1949/11/10,137 Teaticket Hwy,East Falmouth,MA,2536,0102125202
595,Francis Mer,1939/05/25,2900 Pepperrell Pkwy,Opelika,AL,36801,0384072658
596,Samuel Ramey,1942/03/28,780 Lynnway,Lynn,MA,1905,0319641515
597,Jay Haas,1953/12/02,69 Prospect Hill Road,East Windsor,CT,6088,0346320910
598,Ricky Ledee,1973/11/22,8064 Brewerton Rd,Cicero,NY,13039,0889774548
599,Al Jolson,NA,3164 Berlin Turnpike,Newington,CT,6111,0648332197
600,Pim Fortuyn,1948/02/19,1625 Pelham South,Jacksonville,AL,36265,0901366390
601,Billy Bob Thornton,1955/08/04,420 Buckland Hills Dr,Manchester,CT,6040,0290941035
602,Abu Hamza al- Masri,1958/04/15,180 North King Street,Northhampton,MA,1060,0558531799
603,Patrick Rafter,1972/12/28,150 Springville Station Blvd,Springville,AL,35146,0913306669
604,Cynthia Rowley,1958/07/29,3700 Hwy 280-431 N,Phenix City,AL,36867,0047384393
605,Steffi Graf,1969/06/14,1201 Rt 300,Newburgh,NY,12550,0738490994
606,Judith A Jacobs,NA,30 Memorial Drive,Avon,MA,2322,0615425606
607,Khalid Abdul Muhammad,1948/01/12,352 Palmer Road,Ware,MA,1082,0042935784
608,Petr Korda,1968/01/23,2453 2Nd Avenue East,Oneonta,AL,35121,0877854900
609,Matthew Broderick,1962/03/21,200 Otis Street,Northborough,MA,1532,0104038662
610,Joe Sharkey,NA,4206 N College Ave,Jackson,AL,36545,0716599774
611,Richard Goode,1943/06/01,2453 2Nd Avenue East,Oneonta,AL,35121,0496650734
612,Tony Phillips,1959/04/25,69 Prospect Hill Road,East Windsor,CT,6088,0207744275
613,Michael Jordan,1963/02/17,8064 Brewerton Rd,Cicero,NY,13039,0248153167
614,Ian McKellen,1939/05/25,25737 US Rt 11,Evans Mills,NY,13637,0321389094
615,Martin Short,1950/03/26,630 Coonial Promenade Pkwy,Alabaster,AL,35007,0402927758
616,Ethel Kennedy,1928/04/11,67 Newton Rd,Danbury,CT,6810,0321260250
617,Johnny Cash,1930/02/26,6265 Brockport Spencerport Rd,Brockport,NY,14420,0098250644
618,Ang Lee,1954/10/23,100 Charlton Road,Sturbridge,MA,1566,0580899903
619,Laurie Anderson,1947/06/05,1706 Military Street South,Hamilton,AL,35570,0445410192
620,Francisco Franco,1892/12/04,1903 Cobbs Ford Rd,Prattville,AL,36066,0226343191
